ID,Project,Department name,Department code,Owner,Close date,Usage Date,Wallclock,Units,Rate,Cost,Account
4432,,eddy,093203,botvinniko,08-25-2008,08-11-2008,5860980,1628,0.11,179.09,51612
4433,,eddy,093203,botvinniko,08-25-2008,08-12-2008,8229683,2286,0.11,251.46,51612
4434,,eddy,093203,botvinniko,08-25-2008,08-13-2008,8163754,2268,0.11,249.45,51612
4435,,eddy,093203,botvinniko,08-25-2008,08-14-2008,5631694,1564,0.11,172.08,51612
4436,,eddy,093203,botvinniko,08-25-2008,08-15-2008,4222113,1173,0.11,129.01,51612
4437,,eddy,093203,botvinniko,08-25-2008,08-16-2008,6787591,1885,0.11,207.40,51612
4438,,eddy,093203,botvinniko,08-25-2008,08-17-2008,1783042,495,0.11,54.48,51612
4439,,eddy,093203,botvinniko,08-25-2008,08-18-2008,13107647,3641,0.11,400.51,51612
4440,,eddy,093203,botvinniko,08-25-2008,08-19-2008,8983531,2495,0.11,274.50,51612
4441,,eddy,093203,botvinniko,08-25-2008,08-20-2008,3560628,989,0.11,108.80,51612
4442,,eddy,093203,botvinniko,08-25-2008,08-21-2008,1314037,365,0.11,40.15,51612
4443,,eddy,093203,botvinniko,08-25-2008,08-22-2008,71674190,19910,0.11,2190.05,51612
4444,,eddy,093203,eddys,08-25-2008,08-05-2008,41422,12,0.11,1.27,51612
4445,,eddy,093203,eddys,08-25-2008,08-06-2008,3965,1,0.11,0.12,51612
4446,,eddy,093203,eddys,08-25-2008,08-07-2008,39857,11,0.11,1.22,51612
4447,,eddy,093203,eddys,08-25-2008,08-21-2008,148961,41,0.11,4.55,51612
4448,,eddy,093203,eddys,08-25-2008,08-25-2008,54694035,15193,0.11,1671.21,51612
4449,,eddy,093203,jonest,08-25-2008,08-21-2008,1521830,423,0.11,46.50,51612
4450,,eddy,093203,jonest,08-25-2008,08-22-2008,330717300,91866,0.11,10105.25,51612
4451,,eddy,093203,nawrockie,08-25-2008,08-03-2008,146,0,0.11,0.00,51612
4452,,eddy,093203,nawrockie,08-25-2008,08-04-2008,9344,3,0.11,0.29,51612
4453,,eddy,093203,nawrockie,08-25-2008,08-06-2008,20516049,5699,0.11,626.88,51612
4454,,eddy,093203,nawrockie,08-25-2008,08-07-2008,59884,17,0.11,1.83,51612
4455,,eddy,093203,nawrockie,08-25-2008,08-18-2008,496,0,0.11,0.02,51612
4456,,eddy,093203,nawrockie,08-25-2008,08-21-2008,21611,6,0.11,0.66,51612
4457,,eddy,093203,nawrockie,08-25-2008,08-22-2008,24351,7,0.11,0.74,51612
4458,,eddy,093203,nawrockie,08-25-2008,08-25-2008,2311146,642,0.11,70.62,51612
4459,,svoboda,093204,oconnord,08-25-2008,08-01-2008,28577,8,0.11,0.87,51612
4460,,rubin,093205,jenetta,08-25-2008,08-05-2008,37292,10,0.11,1.14,51612
4461,,rubin,093205,jenetta,08-25-2008,08-06-2008,53292,15,0.11,1.63,51612
4462,,rubin,093205,jenetta,08-25-2008,08-07-2008,31992,9,0.11,0.98,51612
4463,,rubin,093205,jenetta,08-25-2008,08-08-2008,35560,10,0.11,1.09,51612
4464,,rubin,093205,jenetta,08-25-2008,08-12-2008,68800,19,0.11,2.10,51612
4465,,rubin,093205,jenetta,08-25-2008,08-13-2008,31302,9,0.11,0.96,51612
4466,,rubin,093205,jenetta,08-25-2008,08-14-2008,54882,15,0.11,1.68,51612
4467,,rubin,093205,jenetta,08-25-2008,08-15-2008,32556,9,0.11,0.99,51612
4468,,rubin,093205,jenetta,08-25-2008,08-16-2008,89864,25,0.11,2.75,51612
4469,,rubin,093205,jenetta,08-25-2008,08-18-2008,59730,17,0.11,1.82,51612
4470,,rubin,093205,jenetta,08-25-2008,08-19-2008,55298,15,0.11,1.69,51612
4471,,rubin,093205,jenetta,08-25-2008,08-20-2008,31754,9,0.11,0.97,51612
4472,,rubin,093205,jenetta,08-25-2008,08-21-2008,14030,4,0.11,0.43,51612
4473,,rubin,093205,jenetta,08-25-2008,08-22-2008,22280,6,0.11,0.68,51612
4474,,rubin,093205,jenetta,08-25-2008,08-23-2008,2432,1,0.11,0.07,51612
4475,,looger,093209,akerboomj,08-25-2008,08-14-2008,6516,2,0.11,0.20,51612
4476,,looger,093209,loogerl,08-25-2008,08-06-2008,90860,25,0.11,2.78,51612
4477,,looger,093209,loogerl,08-25-2008,08-14-2008,116464,32,0.11,3.56,51612
4478,,looger,093209,mckinneys,08-25-2008,08-14-2008,6558,2,0.11,0.20,51612
4479,,looger,093209,mckinneys,08-25-2008,08-19-2008,157592,44,0.11,4.82,51612
4480,,looger,093209,mckinneys,08-25-2008,08-20-2008,86050,24,0.11,2.63,51612
4481,,looger,093209,mckinneys,08-25-2008,08-21-2008,114250,32,0.11,3.49,51612
4482,,looger,093209,tianl,08-25-2008,08-14-2008,11144,3,0.11,0.34,51612
4483,,simpson,093210,chungp,08-25-2008,08-01-2008,65646,18,0.11,2.01,51612
4484,,simpson,093210,chungp,08-25-2008,08-06-2008,21163,6,0.11,0.65,51612
4485,,simpson,093210,chungp,08-25-2008,08-15-2008,264461,73,0.11,8.08,51612
4486,,simpson,093210,chungp,08-25-2008,08-18-2008,107745,30,0.11,3.29,51612
4487,,simpson,093210,chungp,08-25-2008,08-19-2008,2804,1,0.11,0.09,51612
4488,,simpson,093210,chungp,08-25-2008,08-20-2008,9569,3,0.11,0.29,51612
4489,,karpova,093211,davisf,08-25-2008,08-18-2008,5879,2,0.11,0.18,51612
4490,,karpova,093211,davisf,08-25-2008,08-23-2008,193882,54,0.11,5.92,51612
4491,,karpova,093211,davisf,08-25-2008,08-25-2008,54551,15,0.11,1.67,51612
4492,,harris,093298,shtengelg,08-25-2008,08-07-2008,938500,261,0.11,28.68,51612
4493,,harris,093298,shtengelg,08-25-2008,08-10-2008,796779,221,0.11,24.35,51612
4494,,harris,093298,shtengelg,08-25-2008,08-12-2008,55762,15,0.11,1.70,51612
4495,,harris,093298,shtengelg,08-25-2008,08-14-2008,14210,4,0.11,0.43,51612
4496,,harris,093298,shtengelg,08-25-2008,08-15-2008,853545,237,0.11,26.08,51612
4497,,harris,093298,shtengelg,08-25-2008,08-16-2008,196073,54,0.11,5.99,51612
4498,,harris,093298,shtengelg,08-25-2008,08-17-2008,120141,33,0.11,3.67,51612
4499,,harris,093298,shtengelg,08-25-2008,08-21-2008,177089,49,0.11,5.41,51612
4500,,harris,093298,shtengelg,08-25-2008,08-22-2008,237537,66,0.11,7.26,51612
4501,,rivas,093301,rivase,08-25-2008,08-01-2008,9484,3,0.11,0.29,51612
4502,,rivas,093301,rivase,08-25-2008,08-04-2008,20672,6,0.11,0.63,51612
4503,,rivas,093301,rivase,08-25-2008,08-05-2008,50455,14,0.11,1.54,51612
4504,,rivas,093301,rivase,08-25-2008,08-06-2008,80571,22,0.11,2.46,51612
4505,,rivas,093301,rivase,08-25-2008,08-07-2008,268548,75,0.11,8.21,51612
4506,,rivas,093301,rivase,08-25-2008,08-08-2008,2308266,641,0.11,70.53,51612
4507,,rivas,093301,rivase,08-25-2008,08-11-2008,123519,34,0.11,3.77,51612
4508,,rivas,093301,rivase,08-25-2008,08-12-2008,2776460,771,0.11,84.84,51612
4509,,rivas,093301,rivase,08-25-2008,08-13-2008,4218298,1172,0.11,128.89,51612
4510,,rivas,093301,rivase,08-25-2008,08-14-2008,3163626,879,0.11,96.67,51612
4511,,rivas,093301,rivase,08-25-2008,08-15-2008,3167282,880,0.11,96.78,51612
4512,,rivas,093301,rivase,08-25-2008,08-16-2008,125365,35,0.11,3.83,51612
4513,,rivas,093301,rivase,08-25-2008,08-18-2008,56250,16,0.11,1.72,51612
4514,,rivas,093301,rivase,08-25-2008,08-19-2008,923783,257,0.11,28.23,51612
4515,,rivas,093301,rivase,08-25-2008,08-20-2008,437413888,121504,0.11,13365.42,51612
4516,,rivas,093301,rivase,08-25-2008,08-21-2008,80304805,22307,0.11,2453.76,51612
4517,,rivas,093301,rivase,08-25-2008,08-22-2008,3508,1,0.11,0.11,51612
4518,,rivas,093301,rivase,08-25-2008,08-25-2008,5634028,1565,0.11,172.15,51612
4519,,peng,093309,brainaligner,08-25-2008,08-01-2008,19112,5,0.11,0.58,51612
4520,,peng,093309,brainaligner,08-25-2008,08-06-2008,1293,0,0.11,0.04,51612
4521,,peng,093309,brainaligner,08-25-2008,08-10-2008,48187,13,0.11,1.47,51612
4522,,peng,093309,brainaligner,08-25-2008,08-11-2008,1197,0,0.11,0.04,51612
4523,,peng,093309,brainaligner,08-25-2008,08-12-2008,3207,1,0.11,0.10,51612
4524,,peng,093309,brainaligner,08-25-2008,08-13-2008,298891,83,0.11,9.13,51612
4525,,peng,093309,brainaligner,08-25-2008,08-14-2008,2038,1,0.11,0.06,51612
4526,,peng,093309,brainaligner,08-25-2008,08-17-2008,216321,60,0.11,6.61,51612
4527,,peng,093309,brainaligner,08-25-2008,08-18-2008,130322,36,0.11,3.98,51612
4528,,peng,093309,brainaligner,08-25-2008,08-25-2008,5624,2,0.11,0.17,51612
4529,,visscien,093400,royers,08-25-2008,08-14-2008,101231,28,0.11,3.09,51612
4530,,visscien,093400,royers,08-25-2008,08-15-2008,35407,10,0.11,1.08,51612
4531,,visscien,093400,royers,08-25-2008,08-16-2008,50367,14,0.11,1.54,51612
4532,,visscien,093400,royers,08-25-2008,08-17-2008,365107,101,0.11,11.16,51612
4533,,visscien,093400,royers,08-25-2008,08-18-2008,126029,35,0.11,3.85,51612
4534,,visscien,093400,royers,08-25-2008,08-20-2008,289293,80,0.11,8.84,51612
4535,,shank,093402,tangj,08-25-2008,08-04-2008,10798,3,0.11,0.33,51612
4536,,shank,093402,tangj,08-25-2008,08-05-2008,52766,15,0.11,1.61,51612
4537,,shank,093402,tangj,08-25-2008,08-13-2008,12298809,3416,0.11,375.80,51612
4790,,summers,076100,cheny,09-30-2008,08-25-2008,173603,48,0.11,5.30,51612
4791,,summers,076100,cheny,09-30-2008,08-26-2008,1845989,513,0.11,56.40,51612
4792,,summers,076100,cheny,09-30-2008,08-27-2008,542812,151,0.11,16.59,51612
4793,,summers,076100,cheny,09-30-2008,08-28-2008,336253,93,0.11,10.27,51612
4794,,summers,076100,cheny,09-30-2008,08-29-2008,131395,37,0.11,4.02,51612
4795,,summers,076100,cheny,09-30-2008,08-30-2008,865583,240,0.11,26.45,51612
4796,,summers,076100,cheny,09-30-2008,08-31-2008,1067098,296,0.11,32.61,51612
4797,,summers,076100,cheny,09-30-2008,09-01-2008,49978954,13883,0.11,1527.13,51612
4798,,summers,076100,cheny,09-30-2008,09-02-2008,634660,176,0.11,19.39,51612
4799,,summers,076100,cheny,09-30-2008,09-03-2008,100,0,0.11,0.00,51612
4800,,summers,076100,cheny,09-30-2008,09-05-2008,76200,21,0.11,2.33,51612
4801,,summers,076100,cheny,09-30-2008,09-18-2008,142485,40,0.11,4.35,51612
4802,,summers,076100,cheny,09-30-2008,09-19-2008,285405,79,0.11,8.72,51612
4803,,summers,076100,cheny,09-30-2008,09-20-2008,439818,122,0.11,13.44,51612
4804,,summers,076100,cheny,09-30-2008,09-28-2008,41806,12,0.11,1.28,51612
4845,,eddy,093203,castellanos,09-30-2008,09-15-2008,605690,168,0.11,18.51,51612
4846,,eddy,093203,castellanos,09-30-2008,09-29-2008,6706816,1863,0.11,204.93,51612
4847,,eddy,093203,castellanos,09-30-2008,09-30-2008,827397,230,0.11,25.28,51612
4848,,eddy,093203,eddys,09-30-2008,08-25-2008,160785,45,0.11,4.91,51612
4849,,eddy,093203,eddys,09-30-2008,08-28-2008,2707609,752,0.11,82.73,51612
4850,,eddy,093203,eddys,09-30-2008,09-01-2008,5160983,1434,0.11,157.70,51612
4851,,eddy,093203,eddys,09-30-2008,09-02-2008,20655315,5738,0.11,631.13,51612
4852,,eddy,093203,eddys,09-30-2008,09-03-2008,7653653,2126,0.11,233.86,51612
4853,,eddy,093203,eddys,09-30-2008,09-04-2008,3869526,1075,0.11,118.24,51612
4854,,eddy,093203,eddys,09-30-2008,09-05-2008,365826,102,0.11,11.18,51612
4855,,eddy,093203,eddys,09-30-2008,09-06-2008,399116,111,0.11,12.20,51612
4856,,eddy,093203,eddys,09-30-2008,09-09-2008,6228105,1730,0.11,190.30,51612
4857,,eddy,093203,eddys,09-30-2008,09-10-2008,90,0,0.11,0.00,51612
4858,,eddy,093203,eddys,09-30-2008,09-12-2008,17466,5,0.11,0.53,51612
4859,,eddy,093203,eddys,09-30-2008,09-13-2008,7678129,2133,0.11,234.61,51612
4860,,eddy,093203,eddys,09-30-2008,09-14-2008,22238856,6177,0.11,679.52,51612
4861,,eddy,093203,eddys,09-30-2008,09-15-2008,2880182,800,0.11,88.01,51612
4862,,eddy,093203,eddys,09-30-2008,09-17-2008,750758,209,0.11,22.94,51612
4863,,eddy,093203,eddys,09-30-2008,09-19-2008,1068008,297,0.11,32.63,51612
4864,,eddy,093203,eddys,09-30-2008,09-20-2008,1452501,403,0.11,44.38,51612
4865,,eddy,093203,eddys,09-30-2008,09-21-2008,692710,192,0.11,21.17,51612
4866,,eddy,093203,eddys,09-30-2008,09-23-2008,13215370,3671,0.11,403.80,51612
4867,,eddy,093203,eddys,09-30-2008,09-24-2008,321,0,0.11,0.01,51612
4868,,eddy,093203,eddys,09-30-2008,09-27-2008,5489,2,0.11,0.17,51612
4869,,eddy,093203,hamiltonr,09-30-2008,09-08-2008,0,0,0.11,0.00,51612
4870,,eddy,093203,johnsonst,09-30-2008,09-16-2008,263217,73,0.11,8.04,51612
4871,,eddy,093203,johnsonst,09-30-2008,09-18-2008,28521,8,0.11,0.87,51612
4872,,eddy,093203,johnsonst,09-30-2008,09-22-2008,97255,27,0.11,2.97,51612
4873,,eddy,093203,johnsonst,09-30-2008,09-23-2008,213405,59,0.11,6.52,51612
4874,,eddy,093203,johnsonst,09-30-2008,09-24-2008,514178,143,0.11,15.71,51612
4875,,eddy,093203,johnsonst,09-30-2008,09-25-2008,430940,120,0.11,13.17,51612
4876,,eddy,093203,johnsonst,09-30-2008,09-27-2008,25497545,7083,0.11,779.09,51612
4877,,eddy,093203,johnsonst,09-30-2008,09-28-2008,36907,10,0.11,1.13,51612
4878,,eddy,093203,johnsonst,09-30-2008,09-29-2008,2688,1,0.11,0.08,51612
4879,,eddy,093203,johnsonst,09-30-2008,09-30-2008,23992162,6664,0.11,733.09,51612
4880,,eddy,093203,jonest,09-30-2008,09-09-2008,3454746,960,0.11,105.56,51612
4881,,eddy,093203,jungs,09-30-2008,09-09-2008,5069819,1408,0.11,154.91,51612
4882,,eddy,093203,jungs,09-30-2008,09-10-2008,2946167,818,0.11,90.02,51612
4883,,eddy,093203,jungs,09-30-2008,09-11-2008,7279719,2022,0.11,222.44,51612
4884,,eddy,093203,jungs,09-30-2008,09-12-2008,9838107,2733,0.11,300.61,51612
4885,,eddy,093203,jungs,09-30-2008,09-13-2008,5777655,1605,0.11,176.54,51612
4886,,eddy,093203,kolbed,09-30-2008,09-10-2008,22,0,0.11,0.00,51612
4887,,eddy,093203,kolbed,09-30-2008,09-12-2008,8332,2,0.11,0.25,51612
4888,,eddy,093203,kolbed,09-30-2008,09-16-2008,10789,3,0.11,0.33,51612
4889,,eddy,093203,kolbed,09-30-2008,09-17-2008,768572,213,0.11,23.48,51612
4890,,eddy,093203,kolbed,09-30-2008,09-18-2008,741861,206,0.11,22.67,51612
4891,,eddy,093203,kolbed,09-30-2008,09-19-2008,720111,200,0.11,22.00,51612
4892,,eddy,093203,kolbed,09-30-2008,09-20-2008,3299960,917,0.11,100.83,51612
4893,,eddy,093203,kolbed,09-30-2008,09-21-2008,5444346,1512,0.11,166.36,51612
4894,,eddy,093203,kolbed,09-30-2008,09-22-2008,4271788,1187,0.11,130.53,51612
4895,,eddy,093203,kolbed,09-30-2008,09-23-2008,21905938,6085,0.11,669.35,51612
4896,,eddy,093203,kolbed,09-30-2008,09-24-2008,3852289,1070,0.11,117.71,51612
4897,,eddy,093203,kolbed,09-30-2008,09-25-2008,4559257,1266,0.11,139.31,51612
4898,,eddy,093203,kolbed,09-30-2008,09-26-2008,16473741,4576,0.11,503.36,51612
4899,,eddy,093203,kolbed,09-30-2008,09-27-2008,3611920,1003,0.11,110.36,51612
4900,,eddy,093203,kolbed,09-30-2008,09-28-2008,3785846,1052,0.11,115.68,51612
4901,,eddy,093203,kolbed,09-30-2008,09-29-2008,2323789,646,0.11,71.01,51612
4902,,eddy,093203,kolbed,09-30-2008,09-30-2008,14911859,4142,0.11,455.64,51612
4903,,eddy,093203,nawrockie,09-30-2008,08-25-2008,22146,6,0.11,0.68,51612
4904,,eddy,093203,nawrockie,09-30-2008,08-27-2008,4772,1,0.11,0.15,51612
4905,,eddy,093203,nawrockie,09-30-2008,08-28-2008,20083,6,0.11,0.61,51612
4906,,eddy,093203,nawrockie,09-30-2008,09-08-2008,9952,3,0.11,0.30,51612
4907,,eddy,093203,nawrockie,09-30-2008,09-09-2008,47197,13,0.11,1.44,51612
4908,,eddy,093203,nawrockie,09-30-2008,09-12-2008,917,0,0.11,0.03,51612
4909,,eddy,093203,nawrockie,09-30-2008,09-16-2008,1390,0,0.11,0.04,51612
4910,,eddy,093203,nawrockie,09-30-2008,09-17-2008,3,0,0.11,0.00,51612
4911,,eddy,093203,nawrockie,09-30-2008,09-18-2008,43223,12,0.11,1.32,51612
4912,,eddy,093203,nawrockie,09-30-2008,09-20-2008,163005,45,0.11,4.98,51612
4913,,eddy,093203,nawrockie,09-30-2008,09-23-2008,51,0,0.11,0.00,51612
4914,,eddy,093203,nawrockie,09-30-2008,09-24-2008,273500,76,0.11,8.36,51612
4915,,eddy,093203,nawrockie,09-30-2008,09-25-2008,53,0,0.11,0.00,51612
4916,,eddy,093203,nawrockie,09-30-2008,09-29-2008,1211,0,0.11,0.04,51612
4917,,rubin,093205,jenetta,09-30-2008,09-04-2008,13936,4,0.11,0.43,51612
4918,,rubin,093205,jenetta,09-30-2008,09-05-2008,47390,13,0.11,1.45,51612
4919,,rubin,093205,jenetta,09-30-2008,09-06-2008,3602,1,0.11,0.11,51612
4920,,rubin,093205,jenetta,09-30-2008,09-08-2008,26264,7,0.11,0.80,51612
4921,,rubin,093205,jenetta,09-30-2008,09-10-2008,122060,34,0.11,3.73,51612
4922,,rubin,093205,jenetta,09-30-2008,09-11-2008,33964,9,0.11,1.04,51612
4923,,rubin,093205,jenetta,09-30-2008,09-12-2008,46792,13,0.11,1.43,51612
4924,,rubin,093205,jenetta,09-30-2008,09-13-2008,2286,1,0.11,0.07,51612
4925,,rubin,093205,jenetta,09-30-2008,09-16-2008,26336,7,0.11,0.81,51612
4926,,rubin,093205,jenetta,09-30-2008,09-17-2008,63492,18,0.11,1.94,51612
4927,,rubin,093205,jenetta,09-30-2008,09-18-2008,32570,9,0.11,1.00,51612
4928,,rubin,093205,jenetta,09-30-2008,09-19-2008,2086,1,0.11,0.06,51612
4929,,rubin,093205,jenetta,09-30-2008,09-23-2008,17174,5,0.11,0.52,51612
4930,,rubin,093205,jenetta,09-30-2008,09-24-2008,48503,13,0.11,1.48,51612
4931,,rubin,093205,jenetta,09-30-2008,09-25-2008,6212,2,0.11,0.19,51612
4932,,rubin,093205,jenetta,09-30-2008,09-26-2008,28884,8,0.11,0.88,51612
4933,,rubin,093205,jenetta,09-30-2008,09-27-2008,1102,0,0.11,0.03,51612
4934,,rubin,093205,jenetta,09-30-2008,09-29-2008,44912,12,0.11,1.37,51612
4935,,rubin,093205,jenetta,09-30-2008,09-30-2008,23424,7,0.11,0.72,51612
4936,,looger,093209,loogerl,09-30-2008,09-04-2008,133550,37,0.11,4.08,51612
4937,,looger,093209,loogerl,09-30-2008,09-12-2008,48,0,0.11,0.00,51612
4938,,looger,093209,loogerl,09-30-2008,09-23-2008,3130,1,0.11,0.10,51612
4939,,looger,093209,marvinj,09-30-2008,08-26-2008,29350,8,0.11,0.90,51612
4940,,looger,093209,marvinj,09-30-2008,08-27-2008,496850,138,0.11,15.18,51612
4941,,looger,093209,marvinj,09-30-2008,09-05-2008,469200,130,0.11,14.34,51612
4942,,looger,093209,mckinneys,09-30-2008,09-02-2008,89650,25,0.11,2.74,51612
4943,,looger,093209,mckinneys,09-30-2008,09-05-2008,158750,44,0.11,4.85,51612
4944,,looger,093209,mckinneys,09-30-2008,09-08-2008,50,0,0.11,0.00,51612
4945,,looger,093209,mckinneys,09-30-2008,09-09-2008,0,0,0.11,0.00,51612
4946,,looger,093209,mckinneys,09-30-2008,09-10-2008,14,0,0.11,0.00,51612
4947,,looger,093209,mckinneys,09-30-2008,09-11-2008,16,0,0.11,0.00,51612
4948,,looger,093209,mckinneys,09-30-2008,09-23-2008,44550,12,0.11,1.36,51612
4949,,looger,093209,mckinneys,09-30-2008,09-24-2008,65170,18,0.11,1.99,51612
4950,,looger,093209,mckinneys,09-30-2008,09-25-2008,740,0,0.11,0.02,51612
4951,,looger,093209,mckinneys,09-30-2008,09-26-2008,2854,1,0.11,0.09,51612
4952,,looger,093209,mckinneys,09-30-2008,09-29-2008,21914,6,0.11,0.67,51612
4953,,looger,093209,mckinneys,09-30-2008,09-30-2008,3823,1,0.11,0.12,51612
4954,,simpson,093210,chungp,09-30-2008,08-28-2008,54462,15,0.11,1.66,51612
4955,,simpson,093210,chungp,09-30-2008,08-29-2008,11954,3,0.11,0.37,51612
4956,,simpson,093210,chungp,09-30-2008,09-04-2008,29675,8,0.11,0.91,51612
4957,,simpson,093210,chungp,09-30-2008,09-08-2008,5431,2,0.11,0.17,51612
4958,,simpson,093210,chungp,09-30-2008,09-09-2008,54197,15,0.11,1.66,51612
4959,,simpson,093210,chungp,09-30-2008,09-11-2008,4729,1,0.11,0.14,51612
4960,,simpson,093210,chungp,09-30-2008,09-15-2008,3720,1,0.11,0.11,51612
4961,,simpson,093210,chungp,09-30-2008,09-16-2008,23810,7,0.11,0.73,51612
4962,,simpson,093210,chungp,09-30-2008,09-19-2008,24774,7,0.11,0.76,51612
4963,,simpson,093210,chungp,09-30-2008,09-26-2008,26198,7,0.11,0.80,51612
4964,,karpova,093211,davisf,09-30-2008,08-25-2008,54551,15,0.11,1.67,51612
4965,,harris,093298,shtengelg,09-30-2008,08-27-2008,65760,18,0.11,2.01,51612
4966,,harris,093298,shtengelg,09-30-2008,08-28-2008,495920,138,0.11,15.15,51612
4967,,harris,093298,shtengelg,09-30-2008,09-02-2008,28610,8,0.11,0.87,51612
4968,,harris,093298,shtengelg,09-30-2008,09-03-2008,67422,19,0.11,2.06,51612
4969,,harris,093298,shtengelg,09-30-2008,09-04-2008,593637,165,0.11,18.14,51612
4970,,harris,093298,shtengelg,09-30-2008,09-05-2008,376523,105,0.11,11.50,51612
4971,,harris,093298,shtengelg,09-30-2008,09-06-2008,11380785,3161,0.11,347.75,51612
4972,,harris,093298,shtengelg,09-30-2008,09-08-2008,729517,203,0.11,22.29,51612
4973,,harris,093298,shtengelg,09-30-2008,09-09-2008,2839551,789,0.11,86.76,51612
4974,,harris,093298,shtengelg,09-30-2008,09-10-2008,1389464,386,0.11,42.46,51612
4975,,harris,093298,shtengelg,09-30-2008,09-11-2008,3445968,957,0.11,105.29,51612
4976,,harris,093298,shtengelg,09-30-2008,09-12-2008,1098247,305,0.11,33.56,51612
4977,,harris,093298,shtengelg,09-30-2008,09-15-2008,63416,18,0.11,1.94,51612
4978,,harris,093298,shtengelg,09-30-2008,09-16-2008,87245,24,0.11,2.67,51612
4979,,harris,093298,shtengelg,09-30-2008,09-26-2008,276517,77,0.11,8.45,51612
4980,,harris,093298,shtengelg,09-30-2008,09-27-2008,326066,91,0.11,9.96,51612
4981,,harris,093298,shtengelg,09-30-2008,09-29-2008,470945,131,0.11,14.39,51612
4982,,harris,093298,shtengelg,09-30-2008,09-30-2008,12178672,3383,0.11,372.13,51612
4983,,rivas,093301,rivase,09-30-2008,09-03-2008,2215,1,0.11,0.07,51612
4984,,rivas,093301,rivase,09-30-2008,09-04-2008,6411,2,0.11,0.20,51612
4985,,rivas,093301,rivase,09-30-2008,09-05-2008,34,0,0.11,0.00,51612
4986,,rivas,093301,rivase,09-30-2008,09-08-2008,23,0,0.11,0.00,51612
4987,,rivas,093301,rivase,09-30-2008,09-12-2008,34,0,0.11,0.00,51612
4988,,rivas,093301,rivase,09-30-2008,09-16-2008,248,0,0.11,0.01,51612
4989,,rivas,093301,rivase,09-30-2008,09-17-2008,93,0,0.11,0.00,51612
4990,,rivas,093301,rivase,09-30-2008,09-18-2008,473,0,0.11,0.01,51612
4991,,rivas,093301,rivase,09-30-2008,09-19-2008,70874,20,0.11,2.17,51612
4992,,rivas,093301,rivase,09-30-2008,09-22-2008,173,0,0.11,0.01,51612
4993,,rivas,093301,rivase,09-30-2008,09-24-2008,14032,4,0.11,0.43,51612
4994,,rivas,093301,rivase,09-30-2008,09-30-2008,818,0,0.11,0.03,51612
4995,,dudman,093307,dudmanj,09-30-2008,09-09-2008,582401,162,0.11,17.80,51612
4996,,dudman,093307,dudmanj,09-30-2008,09-18-2008,794499,221,0.11,24.28,51612
4997,,dudman,093307,dudmanj,09-30-2008,09-29-2008,441895,123,0.11,13.50,51612
4998,,peng,093309,brainaligner,09-30-2008,08-25-2008,5624,2,0.11,0.17,51612
4999,,peng,093309,brainaligner,09-30-2008,08-27-2008,7074,2,0.11,0.22,51612
5000,,peng,093309,brainaligner,09-30-2008,08-29-2008,17093,5,0.11,0.52,51612
5001,,peng,093309,brainaligner,09-30-2008,09-02-2008,3645,1,0.11,0.11,51612
5002,,peng,093309,brainaligner,09-30-2008,09-03-2008,23850,7,0.11,0.73,51612
5003,,peng,093309,brainaligner,09-30-2008,09-04-2008,16897,5,0.11,0.52,51612
5004,,peng,093309,brainaligner,09-30-2008,09-09-2008,7899,2,0.11,0.24,51612
5005,,peng,093309,brainaligner,09-30-2008,09-22-2008,2683,1,0.11,0.08,51612
5006,,peng,093309,brainaligner,09-30-2008,09-24-2008,82824,23,0.11,2.53,51612
5007,,peng,093309,brainaligner,09-30-2008,09-25-2008,6815,2,0.11,0.21,51612
5008,,peng,093309,brainaligner,09-30-2008,09-26-2008,22733,6,0.11,0.69,51612
5009,,peng,093309,brainaligner,09-30-2008,09-28-2008,4109,1,0.11,0.13,51612
5010,,peng,093309,brainaligner,09-30-2008,09-29-2008,3742,1,0.11,0.11,51612
5011,,peng,093309,lamb,09-30-2008,09-09-2008,2164141,601,0.11,66.13,51612
5013,,eddy,093203,eddys,09-30-2008,08-25-2008,1621450,450,0.11,49.54,51612
5014,,eddy,093203,eddys,09-30-2008,08-26-2008,30051350,8348,0.11,918.24,51612
5015,,eddy,093203,hamiltonr,09-30-2008,09-11-2008,47790,13,0.11,1.46,51612
5016,,eddy,093203,hamiltonr,09-30-2008,09-12-2008,539740,150,0.11,16.49,51612
5017,,eddy,093203,hamiltonr,09-30-2008,09-13-2008,4359100,1211,0.11,133.19,51612
5018,,eddy,093203,hamiltonr,09-30-2008,09-15-2008,4384150,1218,0.11,133.96,51612
5019,,eddy,093203,hamiltonr,09-30-2008,09-16-2008,130050,36,0.11,3.97,51612
5020,,eddy,093203,hamiltonr,09-30-2008,09-17-2008,5936500,1649,0.11,181.39,51612
5021,,eddy,093203,hamiltonr,09-30-2008,09-18-2008,18187100,5052,0.11,555.72,51612
5022,,eddy,093203,hamiltonr,09-30-2008,09-19-2008,24382910,6773,0.11,745.03,51612
5023,,eddy,093203,hamiltonr,09-30-2008,09-20-2008,3067100,852,0.11,93.72,51612
5024,,eddy,093203,jonest,09-30-2008,08-29-2008,58700,16,0.11,1.79,51612
5025,,eddy,093203,jonest,09-30-2008,09-08-2008,65029515,18064,0.11,1987.01,51612
5026,,eddy,093203,jonest,09-30-2008,09-09-2008,1453550,404,0.11,44.41,51612
