ID,Project,Department name,Department code,Close date,Subject,Units,Rate,Cost,Account
384,,rubin,093205,11-01-2008,Servers,3.0,50,150.00,51615
385,,rubin,093205,11-01-2008,System Engineer Time,4.0,80,320.00,51610
386,,shank,093402,11-01-2008,Primary storage (TB),1.0,624,624.00,51610
387,,simpson,093210,11-01-2008,Secondary storage (TB),8.0,180,1440.00,51610
388,,simpson,093210,11-01-2008,Servers,1.0,50,50.00,51615
389,,sternson,093206,11-01-2008,Servers,1.0,50,50.00,51615
390,,svoboda,093204,11-01-2008,Primary storage (TB),3.0,624,1872.00,51610
391,,svoboda,093204,11-01-2008,Secondary storage (TB),4.5,180,810.00,51610
392,,svoboda,093204,11-01-2008,Servers,1.0,50,50.00,51615
393,,adminfinance,093021,11-01-2008,Servers,1.0,50,50.00,51615
394,JVS000601,visscien,093400,11-01-2008,Primary storage (TB),3.0,624,1872.00,51610
395,,truman,093212,11-01-2008,Primary storage (TB),4.0,624,2496.00,51610
396,,truman,093212,11-01-2008,Secondary storage (TB),4.0,180,720.00,51610
397,,truman,093212,11-01-2008,Servers,1.0,50,50.00,51615
398,,baker,093215,12-01-2008,Primary storage (TB),1.0,624,624.00,51610
399,,baker,093215,12-01-2008,Servers,1.0,50,50.00,51615
400,,betzig,093202,12-01-2008,Primary storage (TB),4.0,624,2496.00,51610
401,,betzig,093202,12-01-2008,Secondary storage (TB),1.0,180,180.00,51610
402,,chklovskii,093208,12-01-2008,Primary storage (TB),3.5,624,2184.00,51610
403,,chklovskii,093208,12-01-2008,Secondary storage (TB),4.0,180,720.00,51610
404,,chklovskii,093208,12-01-2008,Servers,2.0,50,100.00,51615
405,,eddy,093203,12-01-2008,Direct Attached storage (TB),1.6,1850,2960.00,51610
406,,eddy,093203,12-01-2008,Primary storage (TB),3.0,624,1872.00,51610
407,,eddy,093203,12-01-2008,Secondary storage (TB),2.1,180,378.00,51610
408,,eddy,093203,12-01-2008,Servers,19.0,50,950.00,51615
409,,eddy,093203,12-01-2008,System Engineer Time,8.0,80,640.00,51610
410,,egnor,093308,12-01-2008,Primary storage (TB),4.0,624,2496.00,51610
411,,elmicro,093093,12-01-2008,Secondary storage (TB),8.0,180,1440.00,51610
412,,elmicro,093093,12-01-2008,Servers,1.0,50,50.00,51615
413,,gustafsson,093216,12-01-2008,Primary storage (TB),1.0,624,624.00,51610
414,,harris,093298,12-01-2008,Primary storage (TB),4.0,624,2496.00,51610
415,,harris,093298,12-01-2008,Secondary storage (TB),5.0,180,900.00,51610
416,,harris,093298,12-01-2008,Servers,1.0,50,50.00,51615
417,,imaging,093095,12-01-2008,Primary storage (TB),4.0,624,2496.00,51610
418,,instrdesapp,093097,12-01-2008,Secondary storage (TB),4.0,180,720.00,51610
419,,jayaraman,093305,12-01-2008,Primary storage (TB),3.0,624,1872.00,51610
420,,karpova,093211,12-01-2008,Primary storage (TB),4.0,624,2496.00,51610
421,,leonardo,093213,12-01-2008,Primary storage (TB),1.0,624,624.00,51610
422,,looger,093209,12-01-2008,Primary storage (TB),0.5,624,312.00,51610
423,,looger,093209,12-01-2008,Servers,1.0,50,50.00,51615
424,,myers,093201,12-01-2008,Primary storage (TB),1.0,624,624.00,51610
425,,myers,093201,12-01-2008,Servers,1.0,50,50.00,51615
426,,peng,093309,12-01-2008,Primary storage (TB),4.0,624,2496.00,51610
427,,peng,093309,12-01-2008,Secondary storage (TB),5.0,180,900.00,51610
428,,peng,093309,12-01-2008,Servers,1.0,50,50.00,51615
429,,peng,093309,12-01-2008,System Engineer Time,8.0,80,640.00,51610
430,,reiser,093303,12-01-2008,Primary storage (TB),8.0,624,4992.00,51610
431,JVS001201,visscien,093400,12-01-2008,Primary storage (TB),0.5,624,312.00,51610
432,,rubin,093205,12-01-2008,Primary storage (TB),4.0,624,2496.00,51610
433,,rubin,093205,12-01-2008,Secondary storage (TB),21.0,180,3780.00,51610
434,,rubin,093205,12-01-2008,Servers,3.0,50,150.00,51615
435,,rubin,093205,12-01-2008,System Engineer Time,4.0,80,320.00,51610
436,,shank,093402,12-01-2008,Primary storage (TB),1.0,624,624.00,51610
437,,simpson,093210,12-01-2008,Secondary storage (TB),8.0,180,1440.00,51610
438,,simpson,093210,12-01-2008,Servers,1.0,50,50.00,51615
439,JVS005100,visscien,093400,12-01-2008,Servers,1.0,50,50.00,51615
440,,sternson,093206,12-01-2008,Servers,1.0,50,50.00,51615
441,,svoboda,093204,12-01-2008,Primary storage (TB),3.0,624,1872.00,51610
442,,svoboda,093204,12-01-2008,Secondary storage (TB),6.5,180,1170.00,51610
443,,svoboda,093204,12-01-2008,Servers,1.0,50,50.00,51615
444,,svoboda,093204,12-01-2008,System Engineer Time,8.0,80,640.00,51610
445,,adminfinance,093021,12-01-2008,Servers,1.0,50,50.00,51615
446,JVS000601,visscien,093400,12-01-2008,Primary storage (TB),1.0,624,624.00,51610
447,JVS000601,visscien,093400,12-01-2008,Servers,1.0,50,50.00,51615
448,,truman,093212,12-01-2008,Primary storage (TB),5.0,624,3120.00,51610
449,,truman,093212,12-01-2008,Secondary storage (TB),5.0,180,900.00,51610
450,,truman,093212,12-01-2008,Servers,1.0,50,50.00,51615
451,,baker,093215,01-01-2009,Primary storage (TB),1.0,624,624.00,51610
452,,baker,093215,01-01-2009,Servers,1.0,50,50.00,51615
453,,betzig,093202,01-01-2009,Primary storage (TB),4.0,624,2496.00,51610
454,,betzig,093202,01-01-2009,Secondary storage (TB),1.0,180,180.00,51610
455,,chklovskii,093208,01-01-2009,Primary storage (TB),3.5,624,2184.00,51610
456,,chklovskii,093208,01-01-2009,Secondary storage (TB),4.0,180,720.00,51610
457,,chklovskii,093208,01-01-2009,Servers,2.0,50,100.00,51615
458,,chklovskii,093208,01-01-2009,System Engineer Time,6.0,80,480.00,51610
459,,eddy,093203,01-01-2009,Primary storage (TB),4.1,624,2558.40,51610
460,,eddy,093203,01-01-2009,Secondary storage (TB),3.6,180,648.00,51610
461,,eddy,093203,01-01-2009,Servers,20.0,50,1000.00,51615
462,,eddy,093203,01-01-2009,System Engineer Time,4.0,80,320.00,51610
463,,egnor,093308,01-01-2009,Primary storage (TB),4.0,624,2496.00,51610
464,,elmicro,093093,01-01-2009,Secondary storage (TB),8.0,180,1440.00,51610
465,,elmicro,093093,01-01-2009,Servers,1.0,50,50.00,51615
466,,gustafsson,093216,01-01-2009,Primary storage (TB),1.0,624,624.00,51610
467,,harris,093298,01-01-2009,Primary storage (TB),4.0,624,2496.00,51610
468,,harris,093298,01-01-2009,Secondary storage (TB),5.0,180,900.00,51610
469,,harris,093298,01-01-2009,Servers,1.0,50,50.00,51615
470,,harris,093298,01-01-2009,System Engineer Time,4.0,80,320.00,51610
471,,imaging,093095,01-01-2009,Primary storage (TB),4.0,624,2496.00,51610
472,,instrdesapp,093097,01-01-2009,Secondary storage (TB),4.0,180,720.00,51610
473,,jayaraman,093305,01-01-2009,Primary storage (TB),3.0,624,1872.00,51610
474,,karpova,093211,01-01-2009,Primary storage (TB),4.0,624,2496.00,51610
475,,kerr,093304,01-01-2009,System Engineer Time,1.0,80,80.00,51610
476,,leonardo,093213,01-01-2009,Primary storage (TB),1.0,624,624.00,51610
477,,looger,093209,01-01-2009,Primary storage (TB),0.5,624,312.00,51610
478,,looger,093209,01-01-2009,Servers,1.0,50,50.00,51615
479,,myers,093201,01-01-2009,Primary storage (TB),1.0,624,624.00,51610
480,,myers,093201,01-01-2009,Servers,1.0,50,50.00,51615
481,,peng,093309,01-01-2009,Primary storage (TB),4.0,624,2496.00,51610
482,,peng,093309,01-01-2009,Secondary storage (TB),6.0,180,1080.00,51610
483,,peng,093309,01-01-2009,Servers,1.0,50,50.00,51615
484,,reiser,093303,01-01-2009,Primary storage (TB),8.0,624,4992.00,51610
485,JVS001201,visscien,093400,01-01-2009,Primary storage (TB),0.5,624,312.00,51610
486,,rubin,093205,01-01-2009,Primary storage (TB),4.0,624,2496.00,51610
487,,rubin,093205,01-01-2009,Secondary storage (TB),20.0,180,3600.00,51610
488,,rubin,093205,01-01-2009,Servers,3.0,50,150.00,51615
489,,shank,093402,01-01-2009,Primary storage (TB),1.0,624,624.00,51610
490,,simpson,093210,01-01-2009,Secondary storage (TB),8.0,180,1440.00,51610
491,,simpson,093210,01-01-2009,Servers,1.0,50,50.00,51615
492,JVS005100,visscien,093400,01-01-2009,Servers,1.0,50,50.00,51615
493,,sternson,093206,01-01-2009,Servers,1.0,50,50.00,51615
494,,svoboda,093204,01-01-2009,Primary storage (TB),3.0,624,1872.00,51610
495,,svoboda,093204,01-01-2009,Secondary storage (TB),6.5,180,1170.00,51610
496,,svoboda,093204,01-01-2009,Servers,1.0,50,50.00,51615
497,,adminfinance,093021,01-01-2009,Servers,1.0,50,50.00,51615
498,,adminfinance,093021,01-01-2009,System Engineer Time,2.0,80,160.00,51610
499,JVS000601,visscien,093400,01-01-2009,Primary storage (TB),1.0,624,624.00,51610
500,JVS000601,visscien,093400,01-01-2009,Servers,1.0,50,50.00,51615
501,,truman,093212,01-01-2009,Primary storage (TB),5.0,624,3120.00,51610
502,,truman,093212,01-01-2009,Secondary storage (TB),5.0,180,900.00,51610
503,,truman,093212,01-01-2009,Servers,1.0,50,50.00,51615
504,JVS000901,visscien,093400,02-01-2009,System Engineer Time,1.0,80,80.00,51610
505,,baker,093215,02-01-2009,Primary storage (TB),1.0,624,624.00,51610
506,,baker,093215,02-01-2009,Servers,1.0,50,50.00,51615
507,,betzig,093202,02-01-2009,Primary storage (TB),4.0,624,2496.00,51610
508,,betzig,093202,02-01-2009,Secondary storage (TB),2.0,180,360.00,51610
509,,chklovskii,093208,02-01-2009,Primary storage (TB),3.5,624,2184.00,51610
510,,chklovskii,093208,02-01-2009,Secondary storage (TB),4.0,180,720.00,51610
511,,chklovskii,093208,02-01-2009,Servers,2.0,50,100.00,51615
512,,chklovskii,093208,02-01-2009,System Engineer Time,4.0,80,320.00,51610
513,,eddy,093203,02-01-2009,Primary storage (TB),4.1,624,2558.40,51610
514,,eddy,093203,02-01-2009,Secondary storage (TB),3.6,180,648.00,51610
515,,eddy,093203,02-01-2009,Servers,20.0,50,1000.00,51615
516,,eddy,093203,02-01-2009,System Engineer Time,8.0,80,640.00,51610
517,,egnor,093308,02-01-2009,Primary storage (TB),6.0,624,3744.00,51610
518,,egnor,093308,02-01-2009,System Engineer Time,16.0,80,1280.00,51610
519,,elmicro,093093,02-01-2009,Secondary storage (TB),8.0,180,1440.00,51610
520,,elmicro,093093,02-01-2009,Servers,1.0,50,50.00,51615
521,,gustafsson,093216,02-01-2009,Primary storage (TB),1.0,624,624.00,51610
522,,harris,093298,02-01-2009,Primary storage (TB),4.0,624,2496.00,51610
523,,harris,093298,02-01-2009,Secondary storage (TB),5.0,180,900.00,51610
524,,harris,093298,02-01-2009,Servers,1.0,50,50.00,51615
525,,imaging,093095,02-01-2009,Primary storage (TB),4.0,624,2496.00,51610
526,,instrdesapp,093097,02-01-2009,Secondary storage (TB),4.0,180,720.00,51610
527,,jayaraman,093305,02-01-2009,Primary storage (TB),3.0,624,1872.00,51610
528,,karpova,093211,02-01-2009,Primary storage (TB),4.0,624,2496.00,51610
529,,kerr,093304,02-01-2009,System Engineer Time,1.0,80,80.00,51610
530,,leonardo,093213,02-01-2009,Primary storage (TB),1.0,624,624.00,51610
531,,looger,093209,02-01-2009,Primary storage (TB),0.5,624,312.00,51610
532,,looger,093209,02-01-2009,Servers,1.0,50,50.00,51615
533,,myers,093201,02-01-2009,Primary storage (TB),1.0,624,624.00,51610
534,,myers,093201,02-01-2009,Servers,1.0,50,50.00,51615
535,,peng,093309,02-01-2009,Primary storage (TB),4.0,624,2496.00,51610
536,,peng,093309,02-01-2009,Secondary storage (TB),6.0,180,1080.00,51610
537,,peng,093309,02-01-2009,Servers,1.0,50,50.00,51615
538,,reiser,093303,02-01-2009,Primary storage (TB),8.0,624,4992.00,51610
539,JVS001201,visscien,093400,02-01-2009,Primary storage (TB),0.5,624,312.00,51610
540,,rubin,093205,02-01-2009,Primary storage (TB),4.0,624,2496.00,51610
541,,rubin,093205,02-01-2009,Secondary storage (TB),20.5,180,3690.00,51610
542,,rubin,093205,02-01-2009,Servers,3.0,50,150.00,51615
543,,shank,093402,02-01-2009,Primary storage (TB),1.5,624,936.00,51610
544,,shank,093402,02-01-2009,System Engineer Time,4.0,80,320.00,51610
545,,simpson,093210,02-01-2009,Secondary storage (TB),8.0,180,1440.00,51610
546,,simpson,093210,02-01-2009,Servers,1.0,50,50.00,51615
547,JVS005100,visscien,093400,02-01-2009,Servers,1.0,50,50.00,51615
548,,sternson,093206,02-01-2009,Servers,1.0,50,50.00,51615
549,,svoboda,093204,02-01-2009,Primary storage (TB),3.0,624,1872.00,51610
550,,svoboda,093204,02-01-2009,Secondary storage (TB),12.0,180,2160.00,51610
551,,svoboda,093204,02-01-2009,Servers,1.0,50,50.00,51615
552,,adminfinance,093021,02-01-2009,Servers,1.0,50,50.00,51615
553,JVS000601,visscien,093400,02-01-2009,Primary storage (TB),1.0,624,624.00,51610
554,JVS000601,visscien,093400,02-01-2009,Servers,1.0,50,50.00,51615
555,,truman,093212,02-01-2009,Primary storage (TB),5.0,624,3120.00,51610
556,,truman,093212,02-01-2009,Secondary storage (TB),5.0,180,900.00,51610
557,,truman,093212,02-01-2009,Servers,1.0,50,50.00,51615
558,,adminfinance,093021,03-01-2009,Servers,1.0,50,50.00,51615
559,,baker,093215,03-01-2009,Primary storage (TB),1.0,624,624.00,51610
560,,baker,093215,03-01-2009,Secondary storage (TB),2.0,180,360.00,51610
561,,baker,093215,03-01-2009,Servers,1.0,50,50.00,51615
562,,betzig,093202,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
563,,betzig,093202,03-01-2009,Secondary storage (TB),2.0,180,360.00,51610
564,,chklovskii,093208,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
565,,chklovskii,093208,03-01-2009,Secondary storage (TB),4.0,180,720.00,51610
566,,chklovskii,093208,03-01-2009,Servers,2.0,50,100.00,51615
567,,chklovskii,093208,03-01-2009,System Engineer Time,4.0,80,320.00,51610
568,,eddy,093203,03-01-2009,Primary storage (TB),4.1,624,2558.40,51610
569,,eddy,093203,03-01-2009,Secondary storage (TB),3.6,180,648.00,51610
570,,eddy,093203,03-01-2009,Servers,20.0,50,1000.00,51615
571,,eddy,093203,03-01-2009,System Engineer Time,8.0,80,640.00,51610
572,,egnor,093308,03-01-2009,Primary storage (TB),6.0,624,3744.00,51610
573,,egnor,093308,03-01-2009,Secondary storage (TB),4.0,180,720.00,51610
574,,elmicro,093093,03-01-2009,Secondary storage (TB),0.4,180,72.00,51610
575,,elmicro,093093,03-01-2009,Servers,1.0,50,50.00,51615
576,JVS001400,flyem,093417,03-01-2009,Secondary storage (TB),7.4,180,1332.00,51610
577,JVS002900	,flyem,093417,03-01-2009,Secondary storage (TB),0.2,180,36.00,51610
578,JVS003900,flylight,093416,03-01-2009,Secondary storage (TB),6.0,180,1080.00,51610
579,JVS002800,flyolympiad,093418,03-01-2009,Secondary storage (TB),4.5,180,810.00,51610
580,,gustafsson,093216,03-01-2009,Primary storage (TB),1.0,624,624.00,51610
581,,harris,093298,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
582,,harris,093298,03-01-2009,Secondary storage (TB),5.0,180,900.00,51610
583,,harris,093298,03-01-2009,Servers,1.0,50,50.00,51615
584,,harris,093298,03-01-2009,System Engineer Time,2.0,80,160.00,51610
585,,imaging,093095,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
586,,jayaraman,093305,03-01-2009,Primary storage (TB),3.0,624,1872.00,51610
587,,karpova,093211,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
588,,leonardo,093213,03-01-2009,Primary storage (TB),1.0,624,624.00,51610
589,,looger,093209,03-01-2009,Primary storage (TB),0.5,624,312.00,51610
590,,looger,093209,03-01-2009,Servers,1.0,50,50.00,51615
591,,myers,093201,03-01-2009,Primary storage (TB),1.0,624,624.00,51610
592,,myers,093201,03-01-2009,Servers,1.0,50,50.00,51615
593,,peng,093309,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
594,,peng,093309,03-01-2009,Secondary storage (TB),6.0,180,1080.00,51610
595,,peng,093309,03-01-2009,Servers,1.0,50,50.00,51615
596,,reiser,093303,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
597,,reiser,093303,03-01-2009,Secondary storage (TB),3.0,180,540.00,51610
598,JVS001201,visscien,093400,03-01-2009,Primary storage (TB),0.5,624,312.00,51610
599,,rubin,093205,03-01-2009,Primary storage (TB),4.0,624,2496.00,51610
600,,rubin,093205,03-01-2009,Secondary storage (TB),25.5,180,4590.00,51610
601,,rubin,093205,03-01-2009,Servers,3.0,50,150.00,51615
602,,shank,093402,03-01-2009,Primary storage (TB),1.5,624,936.00,51610
603,,simpson,093210,03-01-2009,Secondary storage (TB),8.0,180,1440.00,51610
604,,simpson,093210,03-01-2009,Servers,1.0,50,50.00,51615
605,JVS005100,visscien,093400,03-01-2009,Servers,1.0,50,50.00,51615
606,,sternson,093206,03-01-2009,Servers,1.0,50,50.00,51615
607,,svoboda,093204,03-01-2009,Primary storage (TB),5.0,624,3120.00,51610
608,,svoboda,093204,03-01-2009,Secondary storage (TB),16.0,180,2880.00,51610
609,,svoboda,093204,03-01-2009,Servers,1.0,50,50.00,51615
610,JVS000601,visscien,093400,03-01-2009,Primary storage (TB),1.0,624,624.00,51610
611,JVS000601,visscien,093400,03-01-2009,Servers,1.0,50,50.00,51615
612,,truman,093212,03-01-2009,Primary storage (TB),5.0,624,3120.00,51610
613,,truman,093212,03-01-2009,Servers,1.0,50,50.00,51615
614,,adminfinance,093021,04-01-2009,Servers,1.0,50,50.00,51615
615,,baker,093215,04-01-2009,Primary storage (TB),1.5,624,936.00,51610
616,,baker,093215,04-01-2009,Secondary storage (TB),2.0,180,360.00,51610
617,,baker,093215,04-01-2009,Servers,1.0,50,50.00,51615
618,,betzig,093202,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
619,,betzig,093202,04-01-2009,Secondary storage (TB),2.0,180,360.00,51610
620,,chklovskii,093208,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
621,,chklovskii,093208,04-01-2009,Secondary storage (TB),4.0,180,720.00,51610
622,,chklovskii,093208,04-01-2009,Servers,2.0,50,100.00,51615
623,,chklovskii,093208,04-01-2009,System Engineer Time,2.0,80,160.00,51610
624,,eddy,093203,04-01-2009,Primary storage (TB),4.6,624,2870.40,51610
625,,eddy,093203,04-01-2009,Secondary storage (TB),3.6,180,648.00,51610
626,,eddy,093203,04-01-2009,Servers,20.0,50,1000.00,51615
627,,eddy,093203,04-01-2009,System Engineer Time,8.0,80,640.00,51610
628,,egnor,093308,04-01-2009,Primary storage (TB),6.0,624,3744.00,51610
629,,egnor,093308,04-01-2009,Secondary storage (TB),4.0,180,720.00,51610
630,,elmicro,093093,04-01-2009,Secondary storage (TB),0.4,180,72.00,51610
631,,elmicro,093093,04-01-2009,Servers,1.0,50,50.00,51615
632,JVS001400,flyem,093417,04-01-2009,Secondary storage (TB),7.4,180,1332.00,51610
633,JVS002900,flyem,093417,04-01-2009,Secondary storage (TB),0.2,180,36.00,51610
634,JVS003900,flylight,093416,04-01-2009,Secondary storage (TB),6.0,180,1080.00,51610
635,JVS002800,flyolympiad,093418,04-01-2009,Secondary storage (TB),4.5,180,810.00,51610
636,,gustafsson,093216,04-01-2009,Primary storage (TB),1.0,624,624.00,51610
637,,harris,093298,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
638,,harris,093298,04-01-2009,Secondary storage (TB),5.0,180,900.00,51610
639,,harris,093298,04-01-2009,Servers,1.0,50,50.00,51615
640,,imaging,093095,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
641,,jayaraman,093305,04-01-2009,Primary storage (TB),3.0,624,1872.00,51610
642,,karpova,093211,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
643,,leonardo,093213,04-01-2009,Primary storage (TB),1.0,624,624.00,51610
644,,leet,093217,04-01-2009,Secondary storage (TB),3.0,180,540.00,51610
645,,leet,093217,04-01-2009,System Engineer Time,2.0,80,160.00,51610
646,,looger,093209,04-01-2009,Primary storage (TB),0.5,624,312.00,51610
647,,looger,093209,04-01-2009,Servers,1.0,50,50.00,51615
648,JVS001400,flyem,093417,04-01-2009,System Engineer Time,2.0,80,160.00,51610
649,,myers,093201,04-01-2009,Primary storage (TB),1.0,624,624.00,51610
650,,myers,093201,04-01-2009,Servers,1.0,50,50.00,51615
651,,peng,093309,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
652,,peng,093309,04-01-2009,Secondary storage (TB),6.0,180,1080.00,51610
653,,peng,093309,04-01-2009,Servers,1.0,50,50.00,51615
654,,reiser,093303,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
655,,reiser,093303,04-01-2009,Secondary storage (TB),3.0,180,540.00,51610
656,,riddiford,093302,04-01-2009,Primary storage (TB),1.0,624,624.00,51610
657,JVS001201,visscien,093400,04-01-2009,Primary storage (TB),0.5,624,312.00,51610
658,,rubin,093205,04-01-2009,Primary storage (TB),4.0,624,2496.00,51610
659,,rubin,093205,04-01-2009,Secondary storage (TB),25.5,180,4590.00,51610
660,,rubin,093205,04-01-2009,Servers,3.0,50,150.00,51615
661,,shank,093402,04-01-2009,Primary storage (TB),2.5,624,1560.00,51610
662,,simpson,093210,04-01-2009,Secondary storage (TB),8.0,180,1440.00,51610
663,,simpson,093210,04-01-2009,Servers,1.0,50,50.00,51615
664,JVS005100,visscien,093400,04-01-2009,Servers,1.0,50,50.00,51615
665,,sternson,093206,04-01-2009,Servers,1.0,50,50.00,51615
666,,svoboda,093204,04-01-2009,Primary storage (TB),5.0,624,3120.00,51610
667,,svoboda,093204,04-01-2009,Secondary storage (TB),16.0,180,2880.00,51610
668,,svoboda,093204,04-01-2009,Servers,1.0,50,50.00,51615
669,JVS000601,visscien,093400,04-01-2009,Primary storage (TB),1.0,624,624.00,51610
670,JVS000601,visscien,093400,04-01-2009,Servers,1.0,50,50.00,51615
671,,truman,093212,04-01-2009,Primary storage (TB),5.0,624,3120.00,51610
672,,truman,093212,04-01-2009,Servers,1.0,50,50.00,51615
673,,adminfinance,093021,05-01-2009,Servers,1.0,50,50.00,51615
674,,baker,093215,05-01-2009,Primary Storage (TB),2.5,624,1560.00,51610
675,,baker,093215,05-01-2009,Secondary Storage (TB),9.0,180,1620.00,51610
676,,baker,093215,05-01-2009,Servers,1.0,50,50.00,51615
677,,betzig,093202,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
678,,betzig,093202,05-01-2009,Secondary Storage (TB),3.0,180,540.00,51610
679,,chklovskii,093208,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
680,,chklovskii,093208,05-01-2009,Secondary Storage (TB),4.0,180,720.00,51610
681,,chklovskii,093208,05-01-2009,Servers,2.0,50,100.00,51615
682,,eddy,093203,05-01-2009,Primary Storage (TB),4.6,624,2870.40,51610
683,,eddy,093203,05-01-2009,Secondary Storage (TB),3.6,180,648.00,51610
684,,eddy,093203,05-01-2009,Servers,20.0,50,1000.00,51615
685,,egnor,093308,05-01-2009,Primary Storage (TB),6.0,624,3744.00,51610
686,,egnor,093308,05-01-2009,Secondary Storage (TB),5.0,180,900.00,51610
687,,elmicro,093093,05-01-2009,Secondary Storage (TB),0.4,180,72.00,51610
688,,elmicro,093093,05-01-2009,Servers,1.0,50,50.00,51615
689,JVS001400,flyem,093417,05-01-2009,Secondary Storage (TB),7.4,180,1332.00,51610
690,JVS002900,flyem,093417,05-01-2009,Secondary Storage (TB),0.2,180,36.00,51610
691,JVS003900,flylight,093416,05-01-2009,Secondary Storage (TB),6.0,180,1080.00,51610
692,JVS002800,flyolympiad,093418,05-01-2009,Secondary Storage (TB),4.5,180,810.00,51610
693,,gustafsson,093216,05-01-2009,Primary Storage (TB),1.0,624,624.00,51610
694,,harris,093298,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
695,,harris,093298,05-01-2009,Secondary Storage (TB),5.0,180,900.00,51610
696,,harris,093298,05-01-2009,Servers,1.0,50,50.00,51615
697,,imaging,093095,05-01-2009,Secondary Storage (TB),4.0,180,720.00,51610
698,,jayaraman,093305,05-01-2009,Primary Storage (TB),3.0,624,1872.00,51610
699,,karpova,093211,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
700,,leonardo,093213,05-01-2009,Primary Storage (TB),1.0,624,624.00,51610
701,,looger,093209,05-01-2009,Primary Storage (TB),0.5,624,312.00,51610
702,,looger,093209,05-01-2009,Servers,1.0,50,50.00,51615
703,,myers,093201,05-01-2009,Primary Storage (TB),1.0,624,624.00,51610
704,,myers,093201,05-01-2009,Servers,1.0,50,50.00,51615
705,,leet,093217,05-01-2009,Secondary Storage (TB),3.0,180,540.00,51610
706,,peng,093309,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
707,,peng,093309,05-01-2009,Secondary Storage (TB),6.0,180,1080.00,51610
708,,peng,093309,05-01-2009,Servers,1.0,50,50.00,51615
709,,reiser,093303,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
710,,reiser,093303,05-01-2009,Secondary Storage (TB),3.0,180,540.00,51610
711,,riddiford,093302,05-01-2009,Primary Storage (TB),1.0,624,624.00,51610
712,JVS001201,visscien,093400,05-01-2009,Primary Storage (TB),0.5,624,312.00,51610
713,,rubin,093205,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
714,,rubin,093205,05-01-2009,Secondary Storage (TB),27.0,180,4860.00,51610
715,,rubin,093205,05-01-2009,Servers,3.0,50,150.00,51615
716,,shank,093402,05-01-2009,Primary Storage (TB),3.0,624,1872.00,51610
717,,simpson,093210,05-01-2009,Secondary Storage (TB),9.0,180,1620.00,51610
718,,simpson,093210,05-01-2009,Servers,1.0,50,50.00,51615
719,JVS005100,visscien,093400,05-01-2009,Servers,1.0,50,50.00,51615
720,,sternson,093206,05-01-2009,Servers,1.0,50,50.00,51615
721,,svoboda,093204,05-01-2009,Primary Storage (TB),5.0,624,3120.00,51610
722,,svoboda,093204,05-01-2009,Secondary Storage (TB),20.0,180,3600.00,51610
723,,svoboda,093204,05-01-2009,Servers,1.0,50,50.00,51615
724,,tjian,093218,05-01-2009,Primary Storage (TB),1.0,624,624.00,51610
725,,tjian,093218,05-01-2009,Servers,1.0,50,50.00,51615
726,,truman,093212,05-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
727,,truman,093212,05-01-2009,Servers,1.0,50,50.00,51615
728,JVS001400,flyem,093417,05-01-2009,System Engineer Time,1.0,80,80.00,51610
729,,eddy,093203,05-01-2009,System Engineer Time,8.0,80,640.00,51610
730,,peng,093309,05-01-2009,System Engineer Time,4.0,80,320.00,51610
732,,adminfinance,093021,06-01-2009,Servers,1.0,50,50.00,51615
733,,baker,093215,06-01-2009,Primary Storage (TB),2.5,624,1560.00,51610
734,,baker,093215,06-01-2009,Secondary Storage (TB),11.0,180,1980.00,51610
735,,baker,093215,06-01-2009,Servers,1.0,50,50.00,51615
736,,betzig,093202,06-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
737,,betzig,093202,06-01-2009,Secondary Storage (TB),3.0,180,540.00,51610
738,,chklovskii,093208,06-01-2009,Primary Storage (TB),4.0,624,2496.00,51610
739,,chklovskii,093208,06-01-2009,Secondary Storage (TB),4.0,180,720.00,51610
740,,chklovskii,093208,06-01-2009,Servers,2.0,50,100.00,51615
741,,eddy,093203,06-01-2009,Primary Storage (TB),3.0,624,1872.00,51610
742,,eddy,093203,06-01-2009,Secondary Storage (TB),3.6,180,648.00,51610
743,,eddy,093203,06-01-2009,Servers,20.0,50,1000.00,51615
